cif,a,b,c,alpha,beta,gamma,sg,cs
1509573,7.825,7.825,4.328,90.0,90.0,120.0,189,5
1509574,7.757,7.757,4.261,90.0,90.0,120.0,189,5
1509575,5.632,5.632,27.045,90.0,90.0,120.0,166,4
1509576,7.5366,4.4649,8.872,90.0,90.0,90.0,62,2
1509578,4.296,4.179,9.995,90.0,90.0,90.0,71,2
1509582,4.0523,4.0523,4.0523,90.0,90.0,90.0,225,6
1509583,24.3467,4.7397,6.292,90.0,90.0,90.0,62,2
1509584,7.382,3.6029,12.193,90.0,107.39,90.0,11,1
1509586,4.318,4.318,10.737,90.0,90.0,90.0,139,3
1509587,4.361,4.361,10.715,90.0,90.0,90.0,139,3
1509588,6.915,6.915,18.537,90.0,90.0,120.0,148,4
1509591,10.503,10.503,10.503,90.0,90.0,90.0,217,6
1509592,4.95,4.95,4.95,90.0,90.0,90.0,224,6
1509594,4.293,4.293,10.778,90.0,90.0,90.0,139,3
1509595,13.324,4.093,9.743,90.0,90.4,90.0,12,1
1509596,5.843,5.843,9.5175,90.0,90.0,120.0,194,5
1509597,6.3879,6.3879,12.5969,90.0,90.0,90.0,122,3
1509599,4.045,4.045,4.045,90.0,90.0,90.0,221,6
1509602,4.91,4.91,4.91,90.0,90.0,90.0,224,6
1509603,6.05,6.05,6.05,90.0,90.0,90.0,216,6
1509606,4.98,4.98,4.98,90.0,90.0,90.0,224,6
1509607,4.94,4.94,4.94,90.0,90.0,90.0,224,6
1509608,4.93,4.93,4.93,90.0,90.0,90.0,224,6
1509609,6.6427,6.6427,6.6427,90.0,90.0,90.0,225,6
1509610,4.266,4.266,10.825,90.0,90.0,90.0,139,3
1509612,4.91,4.91,4.91,90.0,90.0,90.0,229,6
1509613,9.725,9.725,2.885,90.0,90.0,90.0,87,3
1509614,6.5989,6.5989,6.5989,90.0,90.0,90.0,225,6
1509615,14.51,3.5766,9.564,90.0,128.74,90.0,12,1
1509616,3.978,3.978,3.978,90.0,90.0,90.0,225,6
1509617,12.3,12.3,12.3,90.0,90.0,90.0,221,6
1509620,9.417,9.417,13.673,90.0,90.0,120.0,166,4
1509621,12.287,12.287,12.287,90.0,90.0,90.0,221,6
1509623,12.238,12.238,12.238,90.0,90.0,90.0,221,6
1509624,12.3045,12.3045,12.3045,90.0,90.0,90.0,221,6
1509625,18.955,18.955,4.406,90.0,90.0,120.0,173,5
1509626,11.46,11.46,4.66,90.0,90.0,120.0,176,5
1509628,9.332,9.332,9.129,90.0,90.0,120.0,194,5
1509629,9.404,9.404,9.153,90.0,90.0,120.0,194,5
1509630,13.1712,13.1712,13.1712,90.0,90.0,90.0,226,6
1509631,8.913,8.913,7.278,90.0,90.0,120.0,189,5
1509634,9.7845,9.7845,9.7845,90.0,90.0,90.0,229,6
1509635,12.054,12.054,7.504,90.0,90.0,120.0,192,5
1509636,11.442,11.442,4.1971,90.0,90.0,120.0,167,4
1509640,18.717,18.717,18.717,90.0,90.0,90.0,216,6
1509641,15.116,15.116,4.406,90.0,90.0,120.0,176,5
1509642,6.564,6.564,6.564,90.0,90.0,90.0,225,6
1509643,12.287,12.287,12.287,90.0,90.0,90.0,221,6
1509644,12.3832,12.3832,12.3832,90.0,90.0,90.0,205,6
1509645,7.156,7.156,7.156,90.0,90.0,90.0,225,6
1509646,6.5696,6.5696,6.5696,90.0,90.0,90.0,225,6
1509647,7.044,7.044,7.044,90.0,90.0,90.0,225,6
1509648,7.075,7.075,7.075,90.0,90.0,90.0,225,6
1509649,5.71,5.71,5.71,90.0,90.0,90.0,225,6
1509650,6.72,6.72,6.72,90.0,90.0,90.0,225,6
1509651,7.001,7.001,7.001,90.0,90.0,90.0,225,6
1509652,6.934,6.934,6.934,90.0,90.0,90.0,225,6
1509654,6.867,6.867,6.867,90.0,90.0,90.0,225,6
1509655,6.914,6.914,6.914,90.0,90.0,90.0,225,6
1509657,7.7413,19.024,5.6935,90.0,90.0,90.0,40,2
1509658,6.6471,6.6471,8.1693,90.0,90.0,90.0,121,3
1509659,6.886,6.886,8.438,90.0,90.0,90.0,121,3
1509660,7.8103,19.004,5.7303,90.0,90.0,90.0,40,2
1509661,8.732,8.732,7.425,90.0,90.0,90.0,121,3
1509662,4.295,4.295,10.64,90.0,90.0,90.0,139,3
1509663,3.8251,3.8251,28.884,90.0,90.0,90.0,139,3
1509665,9.026,9.026,9.026,90.0,90.0,90.0,220,6
1509666,4.045,4.045,4.045,90.0,90.0,90.0,221,6
1509667,6.055,6.055,6.164,90.0,90.0,90.0,134,3
1509668,6.4516,6.4516,6.4516,90.0,90.0,90.0,225,6
1509670,9.998,6.989,5.474,90.0,90.0,90.0,62,2
1509671,13.9142,10.952,13.362,90.0,153.19,90.0,15,1
1509672,10.6984,10.6984,10.6984,90.0,90.0,90.0,227,6
1509675,7.923,7.923,7.923,90.0,90.0,90.0,227,6
1509676,12.2188,26.3725,6.7517,90.0,90.0,90.0,62,2
1509678,4.789,4.789,7.06,90.0,90.0,120.0,191,5
1509679,4.212,4.212,10.69,90.0,90.0,90.0,139,3
1509680,8.854,8.854,8.854,90.0,90.0,90.0,220,6
1509681,4.958,8.063,8.453,90.0,90.0,90.0,74,2
1509682,5.0488,2.9149,8.205,90.0,101.836,90.0,12,1
1509685,8.6415,7.561,12.4513,90.0,90.0,90.0,62,2
1509686,8.4263,7.4897,12.927,90.0,95.443,90.0,14,1
1509687,15.48,3.582,9.537,90.0,128.741,90.0,12,1
1509688,5.8517,3.4674,5.4838,90.0,107.663,90.0,14,1
1509689,6.082,8.715,6.556,90.0,93.69,90.0,15,1
1509691,4.55523,3.00803,9.8977,90.0,90.0,90.0,71,2
1509692,12.869,10.49,3.6638,90.0,90.0,90.0,43,2
1509693,4.6507,7.891,11.173,90.0,120.7,90.0,14,1
1509694,4.854,10.332,6.956,90.0,91.13,90.0,14,1
1509695,4.527,7.108,9.959,90.0,90.0,90.0,19,2
1509696,5.623,5.623,12.6694,90.0,90.0,120.0,182,5
1509697,7.004,10.547,4.917,90.0,91.44,90.0,14,1
1509698,7.058,7.263,8.253,90.0,90.0,90.0,23,2
1509699,16.813,7.6116,5.0545,90.0,101.95,90.0,15,1
1509700,5.796,12.667,10.2238,90.0,90.0,90.0,70,2
1509701,6.9732,5.4967,5.4199,90.0,89.562,90.0,7,1
1509703,7.743,7.743,10.5,90.0,90.0,90.0,136,3
1509704,7.739,13.611,6.294,90.0,99.0,90.0,14,1
1509705,4.777,4.777,6.867,90.0,90.0,120.0,191,5
1509706,4.235,4.235,10.68,90.0,90.0,90.0,139,3
1509707,6.63,6.63,16.7,90.0,90.0,120.0,154,4
1509708,4.2,6.86,9.7,90.0,125.26,90.0,4,1
1509710,4.231,6.93,9.526,90.0,129.48,90.0,14,1
1509711,4.386,4.386,7.194,90.0,90.0,120.0,164,4
1509712,6.783,11.567,7.693,90.0,114.44,90.0,9,1
1509714,7.05,7.85,4.33,90.0,90.0,90.0,17,2
1509715,8.785,8.785,8.785,90.0,90.0,90.0,220,6
1509716,4.169,4.169,10.69,90.0,90.0,90.0,139,3
1509717,7.127,8.117,6.854,90.0,90.0,90.0,23,2
1509718,4.1298,4.1298,10.7222,90.0,90.0,90.0,139,3
1509719,4.14,4.14,10.89,90.0,90.0,90.0,139,3
1509720,4.817,7.71,8.263,90.0,90.0,90.0,74,2
1509721,9.962,9.962,18.61,90.0,90.0,120.0,148,4
1509722,3.709,3.709,9.251,90.0,90.0,90.0,139,3
1509723,6.576,6.576,6.576,90.0,90.0,90.0,225,6
1509724,4.837,4.837,3.354,90.0,90.0,120.0,191,5
1509725,3.652,3.652,9.14,90.0,90.0,90.0,139,3
1509726,4.671,7.204,8.178,90.0,90.0,90.0,74,2
1509728,8.219,8.219,4.218,90.0,90.0,90.0,127,3
1509729,6.364,10.975,13.999,90.0,108.29,90.0,15,1
1509730,5.521,5.521,4.43,90.0,90.0,120.0,191,5
1509731,9.42,9.42,9.42,94.2,94.2,94.2,166,4
1509732,13.299,4.07,20.209,90.0,103.32,90.0,12,1
1509733,8.613,14.927,19.639,90.0,90.0,90.0,70,2
1509734,5.555,5.555,26.384,90.0,90.0,120.0,166,4
1509735,4.17,4.17,4.17,90.0,90.0,90.0,225,6
1509736,5.633,5.633,4.479,90.0,90.0,120.0,191,5
1509737,5.3,5.3,4.3,90.0,90.0,120.0,191,5
1509738,4.3263,12.854,9.662,90.0,90.0,90.0,71,2
1509739,4.3306,12.6706,10.0145,90.0,90.0,90.0,71,2
1509740,5.637,5.637,26.913,90.0,90.0,120.0,166,4
1509741,12.795,4.2631,5.8207,90.0,90.0,90.0,44,2
1509742,4.3284,12.86,9.709,90.0,90.0,90.0,71,2
1509743,14.7253,14.7253,14.7253,90.0,90.0,90.0,220,6
1509745,12.137,12.137,12.137,90.0,90.0,90.0,221,6
1509746,4.1594,4.1594,4.1594,90.0,90.0,90.0,225,6
1509747,4.167,4.167,4.167,90.0,90.0,90.0,225,6
1509748,4.0734,4.0734,4.0734,90.0,90.0,90.0,225,6
1509749,4.993,4.993,4.993,90.0,90.0,90.0,229,6
1509750,9.2305,9.2305,9.4111,90.0,90.0,120.0,194,5
1509751,10.913,10.913,8.762,90.0,90.0,120.0,161,4
1509752,13.352,8.1052,6.9162,90.0,99.766,90.0,14,1
1509753,5.487,5.487,4.506,90.0,90.0,120.0,191,5
1509755,8.8177,8.8177,16.8624,90.0,90.0,90.0,139,3
1509757,24.947,24.947,24.947,90.0,90.0,90.0,203,6
1509758,11.5887,11.5887,6.2386,90.0,90.0,120.0,147,4
1509760,24.758,24.758,24.758,90.0,90.0,90.0,203,6
1509761,5.983,6.3239,9.5762,90.0,90.0,90.0,34,2
1509762,5.975,6.311,9.563,90.0,90.0,90.0,52,2
1509763,5.95492,6.31001,9.58082,90.0,92.4823,90.0,7,1
1509764,5.817,5.817,5.817,90.0,90.0,90.0,225,6
1509765,5.817,5.817,5.817,90.0,90.0,90.0,225,6
1509766,10.85,7.172,11.376,89.8,74.8,87.81,2,0
1509767,5.614,5.614,26.788,90.0,90.0,120.0,166,4
1509768,9.3844,15.383,9.5215,90.0,117.336,90.0,14,1
1509769,8.315,14.391,8.646,90.0,90.0,90.0,69,2
1509770,6.639,6.639,6.639,90.0,90.0,90.0,225,6
1509771,4.2643,7.3175,6.9848,90.0,90.0,90.0,36,2
1509772,4.3,4.3,10.98,90.0,90.0,90.0,139,3
1509773,7.108,7.108,7.108,90.0,90.0,90.0,225,6
1509774,5.5668,5.5668,26.382,90.0,90.0,120.0,166,4
1509775,4.247,4.247,10.64,90.0,90.0,90.0,139,3
1509776,8.954,8.954,8.954,90.0,90.0,90.0,220,6
1509779,7.2223,7.2223,10.824,90.0,90.0,90.0,139,3
1509782,10.063,7.029,5.54,90.0,90.0,90.0,62,2
1509783,12.599,12.607,14.067,90.0,90.0,90.0,62,2
1509784,5.8978,5.8978,10.714,90.0,90.0,90.0,141,3
1509787,5.2,5.2,4.245,90.0,90.0,120.0,191,5
1509788,3.683,3.683,9.188,90.0,90.0,90.0,139,3
1509789,6.87,6.87,6.87,90.0,90.0,90.0,225,6
1509792,6.882,6.882,6.882,90.0,90.0,90.0,225,6
1509793,4.753,7.488,8.164,90.0,90.0,90.0,74,2
1509796,8.461,8.461,4.515,90.0,90.0,90.0,127,3
1509797,8.42,14.585,17.864,90.0,90.0,90.0,70,2
1509799,7.42,7.68,10.46,90.0,90.0,90.0,46,2
1509802,12.1466,12.7328,6.4999,90.0,114.5323,90.0,15,1
1509803,10.5723,10.5723,10.5723,90.0,90.0,90.0,227,6
1509804,3.743,3.743,9.352,90.0,90.0,90.0,139,3
1509805,6.965,6.965,6.965,90.0,90.0,90.0,225,6
1509806,4.151,4.151,10.709,90.0,90.0,90.0,139,3
1509807,8.0247,6.8684,6.5955,90.0,90.0,90.0,31,2
1509809,6.326,6.326,6.326,90.0,90.0,90.0,225,6
1509810,7.1254,5.609,5.4997,90.0,89.754,90.0,7,1
1509812,6.169,6.169,6.213,90.0,90.0,90.0,134,3
1509814,13.8435,7.46972,7.10288,90.0,90.0,90.0,36,2
1509816,6.317,6.317,12.633,90.0,90.0,90.0,82,3
1509818,8.461,7.34,6.9901,90.0,90.0,90.0,31,2
1509819,3.669,3.669,9.156,90.0,90.0,90.0,139,3
1509820,6.893,6.893,6.893,90.0,90.0,90.0,225,6
1509823,12.193,12.193,12.193,90.0,90.0,90.0,221,6
1509824,5.565,5.565,4.521,90.0,90.0,120.0,191,5
1509825,7.801,6.973,6.567,90.0,90.0,90.0,31,2
1509826,4.125,4.125,4.125,90.0,90.0,90.0,225,6
1509827,4.0854,4.0854,4.0854,90.0,90.0,90.0,225,6
1509828,4.142,4.142,4.142,90.0,90.0,90.0,225,6
1509829,10.7767,10.7767,10.7767,90.0,90.0,90.0,216,6
1509830,4.966,4.966,4.966,90.0,90.0,90.0,229,6
1509831,4.0698,4.0698,4.0698,90.0,90.0,90.0,225,6
1509832,4.102,4.102,4.102,90.0,90.0,90.0,225,6
1509833,4.0864,4.0864,4.0864,90.0,90.0,90.0,225,6
1509834,11.91,13.614,11.679,90.0,90.0,90.0,63,2
1509835,4.12,4.12,4.12,90.0,90.0,90.0,225,6
1509837,4.083,4.083,4.083,90.0,90.0,90.0,225,6
1509838,4.1075,4.1075,4.1075,90.0,90.0,90.0,225,6
1509839,4.134,4.134,4.134,90.0,90.0,90.0,225,6
1509840,4.112,4.112,4.112,90.0,90.0,90.0,225,6
1509841,4.12,4.12,4.12,90.0,90.0,90.0,225,6
1509842,4.122,4.122,4.122,90.0,90.0,90.0,225,6
1509844,4.0968,4.0968,4.0968,90.0,90.0,90.0,225,6
1509845,8.111,11.344,20.728,90.0,90.0,90.0,62,2
1509846,4.099,4.099,4.099,90.0,90.0,90.0,225,6
1509847,4.0895,4.0895,4.0895,90.0,90.0,90.0,225,6
1509848,4.1088,4.1088,4.1088,90.0,90.0,90.0,225,6
1509849,10.478,10.478,10.478,90.0,90.0,90.0,223,6
1509850,5.991,5.991,10.918,90.0,90.0,90.0,125,3
1509851,4.097,4.097,4.097,90.0,90.0,90.0,225,6
1509852,10.8013,10.8013,10.8013,90.0,90.0,90.0,213,6
1509853,4.101,4.101,4.101,90.0,90.0,90.0,225,6
1509854,4.0762,4.0762,4.0762,90.0,90.0,90.0,225,6
1509855,4.0873,4.0873,4.0873,90.0,90.0,90.0,225,6
1509856,19.21,16.867,6.3491,90.0,90.0,90.0,62,2
1509857,4.101,4.101,4.101,90.0,90.0,90.0,225,6
1509858,4.087,4.087,4.087,90.0,90.0,90.0,225,6
1509859,4.109,4.109,4.109,90.0,90.0,90.0,225,6
1509860,4.0914,4.0914,4.0914,90.0,90.0,90.0,225,6
1509861,11.15827,11.15827,11.15827,90.0,90.0,90.0,213,6
1509862,4.128,4.128,4.128,90.0,90.0,90.0,225,6
1509864,4.0823,4.0823,4.0823,90.0,90.0,90.0,225,6
1509865,4.0872,4.0872,4.0872,90.0,90.0,90.0,225,6
1509866,4.0893,4.0893,4.0893,90.0,90.0,90.0,225,6
1509867,4.088,4.088,4.088,90.0,90.0,90.0,225,6
1509869,14.283,5.692,8.777,90.0,90.0,90.0,52,2
1509871,9.925,9.925,9.927,90.0,90.0,120.0,191,5
1509872,7.6425,7.6414,10.806,90.0,90.0,90.0,31,2
1509873,17.4546,6.8093,10.5342,90.0,93.398,90.0,9,1
1509874,6.19,6.19,6.19,90.0,90.0,90.0,216,6
1509876,9.35141,13.1552,7.0866,90.0,90.0,90.0,33,2
1509877,11.19,11.19,11.19,90.0,90.0,90.0,212,6
1509878,11.17,11.17,11.17,90.1,90.1,90.1,155,4
1509879,11.24,11.24,11.24,90.0,90.0,90.0,213,6
1509882,17.36,4.296,11.603,90.0,108.32,90.0,12,1
1509883,17.77,4.447,11.856,90.0,108.4,90.0,12,1
1509884,9.95,9.95,9.95,90.0,90.0,90.0,214,6
1509887,8.95996,8.95996,8.95996,90.0,90.0,90.0,212,6
1509889,7.3169,7.3169,4.9595,90.0,90.0,90.0,86,3
1509890,10.39,10.39,10.39,90.0,90.0,90.0,214,6
1509891,10.9427,10.9427,10.9427,90.0,90.0,90.0,212,6
1509892,5.59,5.59,17.908,90.0,90.0,120.0,194,5
1509893,12.344,12.344,12.344,90.0,90.0,90.0,221,6
1509894,9.878,9.878,13.512,90.0,90.0,120.0,167,4
1509895,10.61,10.61,10.61,90.0,90.0,90.0,217,6
1509896,17.43,12.24,4.35,90.0,90.0,90.0,18,2
1509899,12.282,12.282,12.282,90.0,90.0,90.0,221,6
1509901,11.026,8.723,5.52,90.0,90.0,90.0,63,2
1509903,13.0,19.17,4.246,90.0,90.0,90.0,63,2
1509904,7.6348,7.635,10.798,90.0,90.0,90.0,31,2
1509905,9.873,9.873,3.381,90.0,90.0,120.0,155,4
1509908,5.803,5.803,4.612,90.0,90.0,120.0,191,5
1509912,9.708,9.708,7.771,90.0,90.0,90.0,140,3
1509913,5.513,5.513,4.513,90.0,90.0,120.0,191,5
1509914,10.84,10.84,10.84,90.0,90.0,90.0,223,6
1509915,9.755,9.755,7.83,90.0,90.0,90.0,140,3
1509917,7.409,11.143,6.258,90.0,90.0,90.0,38,2
1509918,14.083,14.083,4.41,90.0,90.0,90.0,136,3
1509919,14.672,14.672,4.601,90.0,90.0,90.0,136,3
1509920,5.8306,5.8306,6.343,90.0,90.0,120.0,162,4
1509921,14.1924,14.1924,8.7997,90.0,90.0,90.0,80,3
1509922,6.3694,9.9103,9.2321,90.0,91.391,90.0,14,1
1509924,5.9405,5.9405,6.4349,90.0,90.0,120.0,162,4
1509925,5.939,5.939,6.428,90.0,90.0,120.0,157,4
1509927,6.0814,6.0814,11.112,90.0,90.0,90.0,125,3
1509929,5.675,5.675,4.619,90.0,90.0,120.0,191,5
1509931,5.687,5.687,4.695,90.0,90.0,120.0,191,5
1509933,12.255,12.255,12.255,90.0,90.0,90.0,221,6
1509934,7.6961,7.6958,10.884,90.0,90.0,90.0,31,2
1509935,24.84999,24.84999,24.84999,90.0,90.0,90.0,227,6
1509936,13.25,4.05,20.25,90.0,103.14,90.0,12,1
1509938,10.5547,10.5547,10.5547,90.0,90.0,90.0,198,6
1509939,7.7065,7.7073,10.898,90.0,90.0,90.0,31,2
1509940,10.322,10.322,10.322,90.0,90.0,90.0,217,6
1509942,10.5055,10.5055,10.5055,90.0,90.0,90.0,198,6
1509943,9.953,9.953,9.953,90.0,90.0,90.0,225,6
1509944,7.6752,7.6772,10.854,90.0,90.0,90.0,31,2
1509945,4.806,4.806,4.806,90.0,90.0,90.0,221,6
1509948,10.8806,10.8806,10.8806,90.0,90.0,90.0,216,6
1509949,11.0466,11.0466,7.1101,90.0,90.0,90.0,141,3
1509950,12.245,12.245,12.245,90.0,90.0,90.0,221,6
1509951,13.5101,13.5101,13.5101,90.0,90.0,90.0,226,6
1509952,10.9026,10.9026,10.9026,90.0,90.0,90.0,216,6
1509953,10.921,10.921,10.921,90.0,90.0,90.0,216,6
1509954,8.039,8.039,15.011,90.0,90.0,90.0,140,3
1509955,24.68999,24.68999,24.68999,90.0,90.0,90.0,227,6
1509956,9.35,9.35,9.111,90.0,90.0,120.0,194,5
1509957,10.601,20.041,12.263,90.0,149.7,90.0,14,1
1509958,11.091,11.091,8.523,90.0,90.0,90.0,85,3
1509959,14.009,14.009,9.79,90.0,90.0,120.0,148,4
1509960,10.7116,10.7116,10.7116,90.0,90.0,90.0,216,6
1509961,9.87,9.87,9.87,90.0,90.0,90.0,216,6
1509962,4.132,4.132,4.132,90.0,90.0,90.0,225,6
1509963,9.87,9.87,9.87,90.0,90.0,90.0,225,6
1509964,7.368,14.77,12.768,90.0,124.28,90.0,7,1
1509965,10.5001,10.5001,10.5001,90.0,90.0,90.0,216,6
1509967,11.001,11.001,8.511,90.0,90.0,90.0,85,3
1509968,10.5139,10.5139,10.5139,90.0,90.0,90.0,216,6
1509970,6.182,20.041,10.601,90.0,91.1,90.0,14,1
1509971,9.3742,9.3742,9.1525,90.0,90.0,120.0,194,5
1509972,12.311,12.311,12.311,90.0,90.0,90.0,221,6
1509973,5.597,5.597,18.002,90.0,90.0,120.0,194,5
1509974,11.5656,11.5656,11.5656,90.0,90.0,90.0,216,6
1509975,25.06,25.06,25.06,90.0,90.0,90.0,227,6
1509976,12.281,12.281,12.281,90.0,90.0,90.0,221,6
1509977,6.3155,6.3155,6.3155,90.0,90.0,90.0,225,6
1509979,6.8669,6.8669,18.305,90.0,90.0,120.0,148,4
1509980,15.643,4.407,10.869,90.0,90.0,90.0,59,2
1509981,14.7443,14.7443,14.7443,90.0,90.0,90.0,225,6
1509982,10.575,10.575,10.575,90.0,90.0,90.0,227,6
1509983,10.786,10.786,10.786,90.0,90.0,90.0,227,6
1509985,4.2943,15.424,17.501,90.0,90.0,90.0,63,2
1509986,15.298,7.548,10.699,90.0,90.0,90.0,33,2
1509987,10.628,10.628,10.628,90.0,90.0,90.0,216,6
1509988,15.095,7.462,10.641,90.0,90.0,90.0,33,2
1509990,11.5225,11.5225,11.5225,90.0,90.0,90.0,216,6
1509991,9.403,9.403,13.687,90.0,90.0,120.0,166,4
1509993,16.175,4.325,8.98,90.0,113.0,90.0,12,1
1509994,12.288,12.288,12.288,90.0,90.0,90.0,221,6
1509995,11.126,11.126,11.126,90.0,90.0,90.0,216,6
1509996,16.742,4.441,9.097,90.0,112.61,90.0,12,1
1509997,9.3026,9.3026,9.0991,90.0,90.0,120.0,194,5
1509998,9.4,9.4,13.661,90.0,90.0,120.0,166,4
1509999,9.451,9.451,13.726,90.0,90.0,120.0,166,4
1510000,12.259,12.259,12.259,90.0,90.0,90.0,221,6
1510001,24.922,24.922,24.922,90.0,90.0,90.0,203,6
1510003,4.2779,15.429,17.426,90.0,90.0,90.0,63,2
1510004,9.249,6.686,9.073,90.0,90.3,90.0,12,1
1510007,4.86728,4.86728,4.86728,90.0,90.0,90.0,146,4
1510008,4.993,4.993,4.993,90.0,90.0,90.0,221,6
1510009,9.142,9.142,9.142,90.0,90.0,90.0,218,6
1510013,4.144,4.144,4.144,90.0,90.0,90.0,221,6
1510014,7.52,7.52,7.81,90.0,90.0,90.0,139,3
1510015,23.638,5.544,14.29,90.0,121.14,90.0,15,1
1510016,23.598,5.5889,14.307,90.0,120.631,90.0,15,1
1510017,4.109,4.109,4.109,90.0,90.0,90.0,221,6
1510018,7.929,7.929,7.929,90.0,90.0,90.0,198,6
1510019,5.871,13.351,9.397,90.0,90.0,90.0,36,2
1510020,12.358,12.358,12.358,90.0,90.0,90.0,227,6
1510022,8.986,8.986,22.605,90.0,90.0,120.0,167,4
1510023,7.722,7.722,7.722,90.0,90.0,90.0,225,6
1510025,3.5787,9.2079,5.6771,90.0,106.135,90.0,14,1
1510028,7.647,6.858,6.506,90.0,90.0,90.0,31,2
1510029,7.689,6.66,6.379,90.0,90.0,90.0,31,2
1510030,10.315,10.315,10.315,90.0,90.0,90.0,217,6
1510031,6.36,11.071,6.518,90.0,108.17,90.0,11,1
1510032,5.52,5.52,4.52,90.0,90.0,120.0,191,5
1510033,3.894,3.894,3.894,90.0,90.0,90.0,221,6
1510034,16.13,4.306,8.77,90.0,114.6,90.0,12,1
1510035,16.654,4.407,8.854,90.0,113.92,90.0,12,1
1510037,4.3223,15.229,17.42,90.0,90.0,90.0,63,2
1510038,17.546,4.617,9.165,90.0,113.04,90.0,12,1
1510039,8.1597,8.7932,7.0278,90.0,90.0,90.0,60,2
1510041,5.99,4.85,5.24,90.0,90.0,90.0,59,2
1510042,4.6,4.76,15.45,90.0,90.0,90.0,65,2
1510043,7.942,7.942,14.881,90.0,90.0,90.0,140,3
1510044,12.255,12.255,12.255,90.0,90.0,90.0,221,6
1510045,10.7108,10.7108,10.7108,90.0,90.0,90.0,216,6
1510046,5.716,5.716,9.133,90.0,90.0,120.0,194,5
1510047,4.934,4.934,4.934,90.0,90.0,90.0,229,6
1510048,12.31,12.31,12.31,90.0,90.0,90.0,221,6
1510049,4.1497,4.1497,4.1497,90.0,90.0,90.0,225,6
1510050,4.3603,12.91,9.462,90.0,90.0,90.0,71,2
1510051,4.136,4.136,4.136,90.0,90.0,90.0,225,6
1510053,4.091,4.091,4.091,90.0,90.0,90.0,225,6
1510054,4.0482,4.0482,7.9638,90.0,90.0,90.0,139,3
1510055,2.8923,2.8923,2.8923,90.0,90.0,90.0,229,6
1510056,4.1768,4.1768,13.9893,90.0,90.0,90.0,109,3
1510057,10.609,4.483,13.497,90.0,98.06,90.0,12,1
1510058,21.526,4.494,7.726,90.0,90.0,90.0,62,2
1510059,7.382,4.594,8.394,90.0,90.0,90.0,62,2
1510060,4.5635,10.748,7.5969,90.0,90.0,90.0,63,2
1510061,4.245,4.245,7.87,90.0,90.0,120.0,194,5
1510062,4.606,4.606,7.789,90.0,90.0,120.0,194,5
1510064,4.2187,4.2187,11.232,90.0,90.0,90.0,139,3
1510065,3.58139,18.06421,4.91905,90.0,90.0,90.0,63,2
1510066,7.795,10.0,6.78,90.0,90.0,90.0,62,2
1510068,4.8215,4.8215,4.8215,90.0,90.0,90.0,221,6
1510069,3.296,3.296,3.296,90.0,90.0,90.0,221,6
1510070,3.23,3.23,3.23,90.0,90.0,90.0,221,6
1510072,4.7645,3.154,4.8644,90.0,90.0,90.0,51,2
1510073,8.1047,8.1047,5.7974,90.0,90.0,120.0,157,4
1510074,3.32,3.32,3.32,90.0,90.0,90.0,221,6
1510075,7.8291,7.8291,4.1001,90.0,90.0,120.0,189,5
1510076,7.552,4.5059,8.786,90.0,90.0,90.0,62,2
1510077,3.28,3.28,3.28,90.0,90.0,90.0,221,6
1510079,6.2532,6.2532,6.2532,90.0,90.0,90.0,216,6
1510080,6.5033,6.5033,6.5033,90.0,90.0,90.0,225,6
1510081,7.3164,4.3294,8.758,90.0,90.0,90.0,62,2
1510082,8.147,8.147,8.511,90.0,90.0,120.0,185,5
1510083,4.4603,4.4603,7.936,90.0,90.0,120.0,186,5
1510084,7.698,7.698,4.256,90.0,90.0,120.0,189,5
1510086,7.7414,4.2111,16.123,90.0,90.0,90.0,62,2
1510087,4.71,3.08,4.81,90.0,90.0,90.0,51,2
1510088,6.734,6.734,8.674,90.0,90.0,90.0,141,3
1510089,18.366,5.411,4.6503,90.0,90.0,90.0,62,2
1510090,4.02,11.867,8.773,90.0,90.0,90.0,63,2
1510091,4.7694,4.7694,4.7694,90.0,90.0,90.0,221,6
1510092,8.619,6.35,12.169,90.0,95.72,90.0,14,1
1510094,7.237,14.52,6.091,90.0,95.99,90.0,14,1
1510096,8.067,11.846,8.27,90.0,90.0,101.91,14,1
1510097,5.174,5.174,5.174,90.0,90.0,90.0,223,6
1510098,5.5569,10.4211,5.5569,90.0,117.387,90.0,11,1
1510100,4.262,4.262,4.262,90.0,90.0,90.0,221,6
1510101,12.565,7.273,6.279,90.0,90.0,90.0,62,2
1510102,10.16,10.16,6.17,90.0,90.0,90.0,139,3
1510103,10.2971,8.934,9.01,90.0,111.078,90.0,14,1
1510104,7.165,8.625,6.862,90.0,90.0,90.0,63,2
1510105,6.483,13.789,7.651,90.0,112.17,90.0,15,1
1510106,2.9725,2.9725,2.9725,90.0,90.0,90.0,221,6
1510107,6.211,5.327,7.172,90.0,90.0,90.0,51,2
1510108,7.179,12.993,6.122,90.0,90.0,90.0,59,2
1510109,7.83,7.83,7.06,90.0,90.0,120.0,194,5
1510111,4.56,8.92,2.83,90.0,90.0,90.0,55,2
1510112,3.872,3.872,3.872,90.0,90.0,90.0,225,6
1510113,3.975,3.975,3.685,90.0,90.0,90.0,123,3
1510115,5.536,4.979,3.707,107.6,98.77,89.63,2,0
1510116,3.2578,3.2578,3.2578,90.0,90.0,90.0,229,6
1510117,6.11,6.11,6.11,90.0,90.0,90.0,225,6
